,Stock price,Strike price,T,Risk-Free Rate,Log Returns,Historical Volatility,BS Value,MC Value,BT Value,Average Value
0,9.9867,7.48083960978591,0.6034930960433786,0.03,-0.007245094,0.306857666,2.7349928080952024,2.686335218034346,2.734089253981857,2.7184724267038014
1,10.0,19.01428612819832,0.35781408411354887,0.0301,0.000577996,0.306257229,0.00017912997029642533,0.0,0.00015830580246764084,0.00011247859092135538
2,10.0,14.639878836228101,0.6478174459905284,0.0298,0.0,0.305664601,0.09180613314694908,0.100521171401581,0.0915023124945464,0.09460987234769215
3,9.8413,11.783155481056593,0.12292067846538757,0.0296,-0.006947529,0.305211049,0.023773991980429843,0.024838865700088763,0.023749509432830208,0.024120789037782937
4,9.9233,3.0964395494048604,0.8886590802653986,0.0301,0.00360365,0.304616166,6.908593756477243,6.903207353611648,6.908592461643982,6.906797857244292
5,10.1667,3.1718989798041433,0.5030839507798364,0.0297,0.010523887,0.304125181,7.041841941295244,7.134907583900755,7.041841938346647,7.072863821180882
6,9.8973,1.149741869424641,0.44934974203964206,0.0288,-0.011663274,0.303860038,8.762341390078042,8.767746532720553,8.762341390078042,8.764143104292211
7,9.7187,16.836212215885727,0.5858647884535192,0.0284,-0.007908558,0.303446656,0.010915496091039617,0.009688016507620852,0.010549796989409532,0.010384436529356668
8,9.3667,11.260927960990228,0.6247838627894025,0.0288,-0.016021566,0.303407774,0.351526069912679,0.3532312401324289,0.3512676606003458,0.35200832354848455
9,11.23,15.903310097299181,0.07177580622651303,0.029,0.078793146,0.311953815,4.278383751172253e-06,0.0,3.2061189820592264e-06,2.4948342444104933e-06
10,10.8333,0.4459960041094333,0.6826172212234024,0.0286,-0.015618986,0.311873973,10.395926666671471,10.556400120940047,10.395926666671535,10.449417818094352
11,11.346,22.009194365259976,0.24193168031552958,0.0284,0.020082009,0.311746998,4.881081382529875e-06,0.0,3.603392266821424e-06,2.8281578831171e-06
12,11.416,19.00633037475523,0.7139526325065898,0.0285,0.002671181,0.311156009,0.04649827916813348,0.05561251109018642,0.046102171480889235,0.04940432057973638
13,11.854,5.0341356359605705,0.8225347943841967,0.0287,0.016350963,0.310852524,6.937839585778362,6.908609476747732,6.937793588579192,6.928080883701761
14,11.8153,4.296633070084112,0.8039585075525203,0.0279,-0.00142017,0.310294111,7.614016511116536,7.710024342367507,7.614008598085939,7.64601648385666
15,11.8567,4.349144503958417,0.5525009674078891,0.0275,0.001519078,0.309714732,7.573137606779111,7.529113421436952,7.5731371386168025,7.558462722277622
16,11.6773,7.10545588742282,0.5201698923107512,0.0278,-0.006621394,0.309268829,4.681376781167953,4.673182323602441,4.681126355462543,4.678561820077646
17,11.4333,11.99939541956173,0.14287596133941172,0.0277,-0.009170839,0.308906218,0.3237871004232744,0.3235580561475116,0.32307507720059486,0.3234734112571269
18,11.6867,10.09602369872963,0.7753461504031356,0.0269,0.009520297,0.308404787,2.276706929111872,2.252505834495573,2.278248951136319,2.2691539049145875
19,11.8667,6.911857675976208,0.27140938044671437,0.0272,0.006638067,0.307858867,5.005797578890364,4.983228288730837,5.005783182612878,4.99826968341136
20,11.9233,14.590611239286693,0.49669542281794654,0.0267,0.002066508,0.307293014,0.29941059017364635,0.2841930516034314,0.3003583452104757,0.2946539956625178
21,12.1927,3.401613589544301,0.2842740929275167,0.0261,0.009703417,0.306803455,8.816231467671454,8.840600209825972,8.81623146767139,8.824354381722939
22,12.0467,7.038757875018425,0.13382836299969314,0.0264,-0.005231793,0.306337532,5.032766798908323,5.082577760269405,5.032766736878623,5.049370432018784
